UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,LOCALIDAD,CONSUMO_KW,POTENCIA_CONTRATADA,MONTO_SOLES,Latitud,Longitud
150402,LIMA,CANTA,ARAHUAY,LICAHUASI,22.0,1.0,12.9,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,LICAHUASI,7.0,1.0,7.4,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,OROBEL,1.0,1.0,5.9,-11.6213221,-76.6703384
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),1.0,1.0,6.4,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),0.0,1.0,5.7,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),16.0,1.0,9.3,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),0.0,1.0,6.0,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,1.0,1.0,6.0,-11.5528976,-76.6269199
150404,LIMA,CANTA,HUAROS,SANTA ROSA DE ACOCHACA,18.0,1.0,8.4,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,SANTA ROSA DE ACOCHACA,0.0,1.0,6.1,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,HUACOS,2.0,1.0,22.8,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,HUACOS,0.0,1.0,6.2,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,HUACOS,8.0,1.0,7.9,-11.406225,-76.5757127
150403,LIMA,CANTA,HUAMANTANGA,MARCO,3.0,1.0,5.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,0.0,1.0,6.0,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,0.0,1.0,5.5,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,PURUCHUCO,1.0,1.0,6.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,PURUCHUCO,1.0,1.0,6.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.0,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.0,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,22.4,-11.4989219,-76.7490755
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,6.1,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,6.2,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,25.0,1.0,11.5,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,3.0,1.0,22.8,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,13.0,1.0,8.9,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,14.0,1.0,7.4,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,HUANDARO,0.0,1.0,6.2,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,HUANDARO,0.0,1.0,12.4,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,HUANDARO,1.0,1.0,5.9,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,HUANDARO,0.0,1.0,6.1,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,RAUMA,1.0,1.0,6.1,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,RAUMA,0.0,1.0,58.2,-11.4069011,-76.8194788
151026,LIMA,YAUYOS,SAN JOAQUIN,SAN JOAQUIN,1181.0,9.0,2888.7,-12.2841337,-76.1468707
151024,LIMA,YAUYOS,QUINCHES,QUINCHES,0.0,3.0,6.2,-12.3074173,-76.1431739
151013,LIMA,YAUYOS,HUAMPARA,HUAMPARA,0.0,3.0,6.1,-12.3602081,-76.1673655
151004,LIMA,YAUYOS,AYAVIRI,AYAVIRI,0.0,3.0,6.2,-12.36232695,-76.06122989004342
151022,LIMA,YAUYOS,OMAS,TAMARA,19.0,3.0,10.4,-12.5147208,-76.2892182
151029,LIMA,YAUYOS,TAURIPAMPA,TAURIPAMPA,1.0,3.0,6.4,-12.6171667,-76.162082
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,SAN PEDRO DE PILAS,0.0,3.0,12.4,-12.4544968,-76.2266092
151022,LIMA,YAUYOS,OMAS,OMAS,0.0,2.81,6.2,-12.5147208,-76.2892182
151022,LIMA,YAUYOS,OMAS,OMAS,1.0,3.0,6.5,-12.5147208,-76.2892182
151022,LIMA,YAUYOS,OMAS,OMAS,1.0,3.0,6.4,-12.5147208,-76.2892182
151004,LIMA,YAUYOS,AYAVIRI,AYAVIRI,0.0,3.0,6.2,-12.36232695,-76.06122989004342
151004,LIMA,YAUYOS,AYAVIRI,AYAVIRI,0.0,3.0,6.2,-12.36232695,-76.06122989004342
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,5.0,1.0,1.0,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,25.0,1.0,27.0,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,27.0,1.0,1.6,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,11.0,1.0,6.4,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,0.0,1.0,5.9,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,COLLO,25.0,1.0,11.4,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,COLLO,83.0,1.0,69.9,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,COLLO,2.0,1.0,5.6,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,COLLO,0.0,1.0,13.3,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARCHO,17.0,1.0,0.0,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,LICAHUASI,60.0,1.0,40.7,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,QUISO ALTO,0.0,1.0,6.1,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,OROBEL,29.0,1.0,7.5,-11.6213221,-76.6703384
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),72.0,1.0,60.1,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),0.0,1.0,5.8,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),0.0,1.0,6.1,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),0.0,1.0,6.2,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,0.0,1.0,6.0,-11.5528976,-76.6269199
150404,LIMA,CANTA,HUAROS,SANTA ROSA DE ACOCHACA,18.0,1.0,10.0,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,SANTA ROSA DE ACOCHACA,57.0,1.0,46.0,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,HUACOS,2.0,1.0,6.3,-11.406225,-76.5757127
150403,LIMA,CANTA,HUAMANTANGA,MARCO,4.0,1.0,2.5,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,0.0,1.0,5.5,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,0.0,1.0,6.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,PURUCHUCO,4.0,1.0,23.5,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,PURUCHUCO,0.0,1.0,18.7,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,PURUCHUCO,42.0,1.0,31.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,32.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,0.0,1.0,22.5,-11.4989219,-76.7490755
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,16.0,1.0,5.7,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,1.0,1.0,4.5,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,22.3,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,24.0,1.0,6.3,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,32.0,1.0,22.5,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,38.4,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,6.2,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,13.0,1.0,5.0,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,HUANDARO,0.0,1.0,5.7,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,HUANDARO,0.0,1.0,5.9,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,RAUMA,0.0,1.0,6.3,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,RAUMA,0.0,1.0,6.1,-11.4069011,-76.8194788
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,SAN PEDRO DE PILAS,1.0,3.0,6.4,-12.4544968,-76.2266092
151017,LIMA,YAUYOS,HUA¥EC,HUAÑEC,32.0,3.0,22.8,,
151022,LIMA,YAUYOS,OMAS,OMAS,0.0,3.0,6.2,-12.5147208,-76.2892182
151024,LIMA,YAUYOS,QUINCHES,QUINCHES,0.0,3.0,6.1,-12.3074173,-76.1431739
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,SAN PEDRO DE PILAS,4.0,3.0,7.1,-12.4544968,-76.2266092
151026,LIMA,YAUYOS,SAN JOAQUIN,SAN JOAQUIN,527.5,2.5,1311.2,-12.2841337,-76.1468707
151022,LIMA,YAUYOS,OMAS,MURALLA,2.0,3.0,6.6,-12.5147208,-76.2892182
151022,LIMA,YAUYOS,OMAS,TAMARA,0.0,3.0,6.2,-12.5147208,-76.2892182
151024,LIMA,YAUYOS,QUINCHES,QUINCHES,0.0,3.0,6.2,-12.3074173,-76.1431739
151010,LIMA,YAUYOS,COCHAS,COCHAS,9.0,3.0,8.1,-12.2944711,-76.1574486
151022,LIMA,YAUYOS,OMAS,OMAS,0.0,3.0,6.2,-12.5147208,-76.2892182
151029,LIMA,YAUYOS,TAURIPAMPA,SAN LORENZO DE POROCOCHA,17.0,3.0,74.5,-12.6171667,-76.162082
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,0.0,1.0,24.6,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,0.0,1.0,6.1,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,42.0,1.0,47.5,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,0.0,1.0,22.3,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,0.0,1.0,6.2,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,12.0,1.0,3.6,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,91.0,1.0,76.9,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,COLLO,2.0,1.0,4.6,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,SHIMAY,26.0,1.0,11.4,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,LICAHUASI,5.0,1.0,6.9,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,LICAHUASI,118.0,1.0,109.1,-11.6213221,-76.6703384
150402,LIMA,CANTA,ARAHUAY,OROBEL,0.0,1.0,6.0,-11.6213221,-76.6703384
150405,LIMA,CANTA,LACHAQUI,SAN JUAN DE VISCAS (VISCAS),0.0,1.0,6.2,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,0.0,1.0,6.2,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,66.0,1.0,77.8,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,1.0,1.0,6.4,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,3.0,1.0,6.8,-11.5528976,-76.6269199
150405,LIMA,CANTA,LACHAQUI,SAN LORENZO DE COCHABAMBA,1.0,1.0,6.1,-11.5528976,-76.6269199
150404,LIMA,CANTA,HUAROS,HUAROS,13.0,1.0,8.9,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,HUAROS,0.0,1.0,65.3,-11.406225,-76.5757127
150404,LIMA,CANTA,HUAROS,HUACOS,0.0,1.0,6.2,-11.406225,-76.5757127
150403,LIMA,CANTA,HUAMANTANGA,MARCO,2.0,1.0,6.6,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,1.0,1.0,6.4,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,429.0,5.0,3535.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,PURUCHUCO,31.0,1.0,21.5,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,1.0,1.0,6.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,0.0,1.0,5.9,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,MARCO,2.0,1.0,6.1,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,19.0,1.0,3.9,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,5.4,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,0.0,1.0,6.2,-11.4989219,-76.7490755
150403,LIMA,CANTA,HUAMANTANGA,QUIPAN,0.0,1.0,42.1,-11.4989219,-76.7490755
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,6.1,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,40.4,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,55.0,1.0,44.2,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,6.1,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,211.0,5.0,525.4,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,24.0,1.0,7.2,-11.4069011,-76.8194788
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,0.0,1.0,6.2,-11.4069011,-76.8194788
150201,LIMA,BARRANCA,BARRANCA,PAMPA SAN ALEJO,71.0,1.0,64.9,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,PAMPA SAN ALEJO,38.0,1.0,33.4,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,PAMPA SAN ALEJO,58.0,1.0,52.5,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,RANRAIRCA,0.0,1.0,5.9,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,RONCADOR,66.0,1.0,60.2,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,LAS HUERTAS,100.0,1.0,93.0,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,LAS HUERTAS,3.0,1.0,7.3,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,ARAYA GRANDE,151.0,1.0,352.2,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,BARRANCA,28.0,1.0,17.1,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,ARAYA GRANDE,1.0,1.0,36.1,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,ARAYA GRANDE,16.0,1.0,12.4,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,ARAYA GRANDE,45.0,1.0,40.1,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,SANTA VICTORIA,1.0,1.0,6.5,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,SANTA VICTORIA,9.0,1.0,9.5,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,ARAYA CHICA,34.0,1.0,29.6,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,BARRANCA,93.0,1.0,85.8,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,AGROPEMSA,12.0,1.0,11.2,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,AGROPEMSA,36.0,1.0,66.2,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,BARRANCA,73.0,1.0,66.7,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,PRIMERO DE MAYO,85.0,1.0,78.2,-10.7541212,-77.7609383
150201,LIMA,BARRANCA,BARRANCA,PRIMERO DE MAYO,700.0,1.0,791.6,-10.7541212,-77.7609383
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,52.0,3.0,46.8,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,0.0,3.0,0.0,-15.1850858,-73.3485703
50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,CASIRE,3.0,3.0,7.1,-15.2789471,-73.3443491
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,2.0,1.0,0.0,-15.1498207,-73.3413923
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,4.0,1.0,7.7,-15.1498207,-73.3413923
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,16.0,1.0,12.4,-15.1498207,-73.3413923
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,42.0,1.0,37.2,-15.1498207,-73.3413923
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,0.0,1.0,6.2,-15.1498207,-73.3413923
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MARCABAMBA,13.0,1.0,11.3,-15.1498207,-73.3413923
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,11.0,1.0,10.5,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,1.0,1.0,6.5,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,0.0,1.0,6.2,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,0.0,1.0,6.2,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,2.0,1.0,6.6,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,0.0,1.0,6.2,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,57.0,1.0,51.5,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,40.0,1.0,35.4,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,0.0,1.0,6.1,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,0.0,1.0,6.1,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,4.0,1.0,7.7,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,6.0,1.0,7.8,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,SAN SEBASTIAN DE SACRACA,23.0,1.0,18.3,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,0.0,1.0,6.1,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,2.0,1.0,6.3,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,9.0,1.0,25.8,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,0.0,1.0,6.2,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,31.0,1.0,26.8,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,LAMPA,12.0,1.0,10.9,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,VILLA COLCABAMBA,3.0,1.0,7.3,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,VILLA COLCABAMBA,5.0,1.0,7.6,-15.1850858,-73.3485703
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,NAHUAPAMPA,9.0,1.0,7.9,-15.1850858,-73.3485703
50701,AYACUCHO,PARINACOCHAS,CORACORA,ASNACOCHA,2.0,1.0,6.9,-15.01682,-73.7806339
50701,AYACUCHO,PARINACOCHAS,CORACORA,CCASACCAHUA,1.0,1.0,6.5,-15.01682,-73.7806339
50708,AYACUCHO,PARINACOCHAS,UPAHUACHO,YURACC CCASA,13.0,1.0,3.6,-14.9071739,-73.3978382
50706,AYACUCHO,PARINACOCHAS,PUYUSCA,CCECHCCA,10.0,1.0,10.1,-15.277921599999999,-73.56813043081262
40808,AREQUIPA,LA UNION,SAYLA,YANAYA,0.0,1.0,18.7,-15.320427,-73.2216803
40808,AREQUIPA,LA UNION,SAYLA,CURUHUAYNO,2.0,1.0,6.9,-15.320427,-73.2216803
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,HUAYANTO,6.0,1.0,8.4,-13.5285368,-75.3275782
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SAN JOSE DE CUQUIA APAS,1.0,1.0,6.5,-13.8253228,-75.2576875
90407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,CCACCACHACA,13.0,1.0,11.3,-13.2199235,-75.533642
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,QUINCHIHUA,27.0,3.0,16.7,-13.5285368,-75.3275782
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CCELLCCAYA,5.0,0.11,8.1,-13.2833505,-75.3190792
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,OCORO,0.0,0.15,6.2,-13.3112167,-75.4100221
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,HUANCALLAMA,31.0,0.16,26.8,-13.3112167,-75.4100221
90405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,TIPICOCHA,0.0,0.15,6.2,-13.0375725,-75.6097176
90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,PACCHA,4.0,1.0,7.7,-13.119588,-75.49955739132744
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CABRACANCHA,15.0,1.0,12.0,-13.2833505,-75.3190792
